Customer_ID,Customer_Name,Age,Gender,Location,Segment
277,Customer_00277,31,Male,Chennai,Returning
278,Customer_00278,20,Female,Chennai,New
279,Customer_00279,33,Female,Pune,New
280,Customer_00280,44,Male,Delhi,Enterprise
281,Customer_00281,44,Male,Chennai,Returning
282,Customer_00282,36,Male,Kolkata,Premium
283,Customer_00283,41,Male,Mumbai,Premium
284,Customer_00284,43,Male,Delhi,Returning
285,Customer_00285,48,Male,Pune,Returning
286,Customer_00286,51,Female,Jaipur,Premium
287,Customer_00287,31,Female,Chennai,New
288,Customer_00288,32,Female,Nagpur,New
289,Customer_00289,49,Male,Delhi,Premium
290,Customer_00290,50,Male,Ahmedabad,Premium
291,Customer_00291,50,Male,Pune,Returning
292,Customer_00292,18,Male,Pune,New
293,Customer_00293,32,Male,Chennai,Premium
294,Customer_00294,18,Female,Nagpur,Returning
295,Customer_00295,42,Female,Nagpur,Premium
296,Customer_00296,35,Female,Pune,Premium
297,Customer_00297,35,Female,Mumbai,Returning
298,Customer_00298,33,Female,Hyderabad,Returning
299,Customer_00299,48,Male,Hyderabad,New
300,Customer_00300,32,Male,Hyderabad,New
301,Customer_00301,45,Male,Bangalore,New
302,Customer_00302,40,Male,Mumbai,New
303,Customer_00303,38,Female,Jaipur,New
304,Customer_00304,39,Female,Ahmedabad,Premium
305,Customer_00305,36,Male,Nagpur,New
306,Customer_00306,24,Male,Hyderabad,New
307,Customer_00307,42,Male,Kolkata,Enterprise
308,Customer_00308,42,Male,Kolkata,New
309,Customer_00309,33,Male,Nagpur,New
310,Customer_00310,42,Female,Ahmedabad,New
311,Customer_00311,43,Male,Kolkata,Premium
312,Customer_00312,22,Female,Delhi,New
313,Customer_00313,33,Female,Ahmedabad,Premium
314,Customer_00314,30,Female,Kolkata,Returning
315,Customer_00315,25,Male,Kolkata,New
316,Customer_00316,38,Male,Pune,Returning
317,Customer_00317,26,Female,Delhi,Premium
318,Customer_00318,30,Male,Chennai,Returning
319,Customer_00319,37,Female,Ahmedabad,Premium
320,Customer_00320,38,Female,Hyderabad,New
321,Customer_00321,38,Male,Ahmedabad,New
322,Customer_00322,57,Female,Nagpur,Enterprise
323,Customer_00323,29,Female,Mumbai,Premium
324,Customer_00324,37,Male,Hyderabad,Returning
325,Customer_00325,22,Male,Hyderabad,New
326,Customer_00326,39,Male,Pune,Premium
327,Customer_00327,46,Male,Jaipur,New
328,Customer_00328,47,Other,Ahmedabad,New
329,Customer_00329,28,Male,Ahmedabad,Returning
330,Customer_00330,32,Male,Chennai,Enterprise
331,Customer_00331,47,Male,Ahmedabad,Premium
332,Customer_00332,34,Male,Delhi,Returning
333,Customer_00333,44,Female,Kolkata,Returning
334,Customer_00334,25,Male,Ahmedabad,Premium
335,Customer_00335,48,Female,Chennai,New
336,Customer_00336,45,Female,Hyderabad,New
337,Customer_00337,39,Male,Kolkata,Returning
338,Customer_00338,27,Male,Jaipur,New
339,Customer_00339,33,Male,Delhi,New
340,Customer_00340,36,Male,Chennai,Returning
341,Customer_00341,37,Male,Delhi,Returning
342,Customer_00342,33,Female,Pune,New
343,Customer_00343,32,Female,Pune,Returning
344,Customer_00344,36,Female,Nagpur,Returning
345,Customer_00345,48,Female,Nagpur,New
346,Customer_00346,18,Male,Ahmedabad,Returning
347,Customer_00347,21,Male,Mumbai,Enterprise
348,Customer_00348,19,Female,Jaipur,New
349,Customer_00349,28,Female,Jaipur,Returning
350,Customer_00350,18,Male,Jaipur,New
351,Customer_00351,40,Female,Ahmedabad,Premium
352,Customer_00352,35,Female,Ahmedabad,New
353,Customer_00353,32,Female,Hyderabad,New
354,Customer_00354,28,Male,Jaipur,Premium
355,Customer_00355,36,Female,Mumbai,Premium
356,Customer_00356,36,Female,Jaipur,New
357,Customer_00357,38,Male,Kolkata,Premium
358,Customer_00358,27,Female,Mumbai,Premium
359,Customer_00359,41,Male,Chennai,Premium
360,Customer_00360,20,Female,Pune,Returning
361,Customer_00361,47,Male,Jaipur,Returning
362,Customer_00362,18,Male,Pune,New
363,Customer_00363,29,Male,Hyderabad,New
364,Customer_00364,22,Female,Ahmedabad,Premium
365,Customer_00365,42,Male,Chennai,New
366,Customer_00366,20,Other,Nagpur,New
367,Customer_00367,53,Male,Jaipur,Returning
368,Customer_00368,19,Male,Mumbai,Premium
369,Customer_00369,55,Other,Delhi,New
370,Customer_00370,39,Female,Bangalore,Enterprise
371,Customer_00371,35,Male,Bangalore,New
372,Customer_00372,39,Female,Chennai,Returning
373,Customer_00373,56,Female,Mumbai,Returning
374,Customer_00374,43,Female,Delhi,New
375,Customer_00375,18,Female,Pune,New
376,Customer_00376,46,Female,Ahmedabad,New
377,Customer_00377,37,Male,Mumbai,Returning
378,Customer_00378,18,Female,Delhi,New
379,Customer_00379,42,Female,Nagpur,Enterprise
380,Customer_00380,22,Female,Hyderabad,Returning
381,Customer_00381,36,Male,Pune,New
382,Customer_00382,37,Male,Chennai,Returning
383,Customer_00383,28,Female,Pune,Premium
384,Customer_00384,41,Male,Mumbai,New
385,Customer_00385,24,Male,Delhi,Returning
386,Customer_00386,36,Female,Jaipur,New
387,Customer_00387,29,Male,Kolkata,New
388,Customer_00388,33,Female,Delhi,New
389,Customer_00389,54,Female,Mumbai,Enterprise
390,Customer_00390,36,Male,Hyderabad,Returning
391,Customer_00391,24,Female,Jaipur,Premium
392,Customer_00392,33,Female,Bangalore,Premium
393,Customer_00393,27,Male,Hyderabad,Premium
394,Customer_00394,35,Female,Nagpur,New
395,Customer_00395,36,Female,Kolkata,New
396,Customer_00396,35,Male,Chennai,New
397,Customer_00397,35,Female,Pune,New
398,Customer_00398,29,Male,Ahmedabad,Premium
399,Customer_00399,39,Male,Mumbai,Returning
400,Customer_00400,45,Female,Kolkata,Enterprise
401,Customer_00401,28,Male,Delhi,New
402,Customer_00402,34,Female,Chennai,Premium
403,Customer_00403,35,Female,Pune,New
404,Customer_00404,47,Female,Delhi,Returning
405,Customer_00405,45,Female,Nagpur,Premium
406,Customer_00406,27,Other,Nagpur,Returning
407,Customer_00407,35,Female,Kolkata,Returning
408,Customer_00408,20,Male,Ahmedabad,Premium
409,Customer_00409,25,Male,Ahmedabad,Premium
410,Customer_00410,35,Male,Jaipur,Returning
411,Customer_00411,41,Female,Nagpur,New
412,Customer_00412,44,Male,Pune,New
413,Customer_00413,31,Female,Nagpur,New
414,Customer_00414,21,Male,Mumbai,Returning
415,Customer_00415,38,Female,Bangalore,Premium
416,Customer_00416,33,Female,Jaipur,New
417,Customer_00417,39,Female,Pune,Returning
418,Customer_00418,36,Male,Jaipur,New
419,Customer_00419,42,Other,Delhi,New
420,Customer_00420,41,Male,Chennai,Premium
421,Customer_00421,43,Male,Delhi,Returning
422,Customer_00422,30,Female,Bangalore,New
423,Customer_00423,44,Female,Jaipur,Returning
424,Customer_00424,29,Male,Jaipur,Returning
425,Customer_00425,35,Female,Pune,Returning
426,Customer_00426,53,Female,Pune,Premium
427,Customer_00427,38,Male,Ahmedabad,Returning
428,Customer_00428,23,Male,Hyderabad,New
429,Customer_00429,49,Female,Nagpur,Enterprise
430,Customer_00430,45,Other,Nagpur,New
431,Customer_00431,46,Male,Delhi,New
432,Customer_00432,36,Male,Delhi,New
433,Customer_00433,38,Female,Hyderabad,Returning
434,Customer_00434,32,Female,Mumbai,New
435,Customer_00435,28,Female,Ahmedabad,New
436,Customer_00436,50,Female,Jaipur,Returning
437,Customer_00437,31,Female,Mumbai,New
438,Customer_00438,30,Male,Mumbai,New
439,Customer_00439,30,Female,Jaipur,New
440,Customer_00440,53,Male,Hyderabad,Returning
441,Customer_00441,43,Female,Delhi,New
442,Customer_00442,31,Female,Mumbai,Premium
443,Customer_00443,34,Male,Ahmedabad,New
444,Customer_00444,40,Female,Delhi,New
445,Customer_00445,43,Male,Bangalore,New
446,Customer_00446,18,Other,Hyderabad,Returning
447,Customer_00447,44,Male,Ahmedabad,New
448,Customer_00448,32,Male,Mumbai,New
449,Customer_00449,28,Male,Chennai,Returning
450,Customer_00450,31,Male,Pune,Premium
451,Customer_00451,42,Male,Pune,New
452,Customer_00452,52,Female,Hyderabad,Returning
453,Customer_00453,36,Male,Kolkata,New
454,Customer_00454,40,Male,Jaipur,Premium
455,Customer_00455,26,Male,Chennai,New
456,Customer_00456,39,Female,Nagpur,Premium
457,Customer_00457,43,Male,Mumbai,Premium
458,Customer_00458,20,Male,Pune,Returning
459,Customer_00459,29,Male,Ahmedabad,Returning
460,Customer_00460,42,Female,Chennai,New
461,Customer_00461,18,Male,Delhi,Returning
462,Customer_00462,31,Male,Mumbai,Premium
463,Customer_00463,41,Male,Jaipur,Returning
464,Customer_00464,18,Male,Delhi,Returning
465,Customer_00465,31,Male,Bangalore,Returning
466,Customer_00466,35,Male,Pune,Premium
467,Customer_00467,43,Female,Chennai,Returning
468,Customer_00468,22,Female,Mumbai,Returning
469,Customer_00469,46,Male,Kolkata,New
470,Customer_00470,38,Male,Ahmedabad,Premium
471,Customer_00471,46,Female,Ahmedabad,New
472,Customer_00472,46,Female,Chennai,Returning
473,Customer_00473,38,Male,Kolkata,Premium
474,Customer_00474,39,Male,Ahmedabad,Returning
475,Customer_00475,18,Male,Hyderabad,Premium
476,Customer_00476,21,Male,Pune,New
477,Customer_00477,24,Male,Mumbai,Returning
478,Customer_00478,31,Male,Kolkata,Returning
479,Customer_00479,44,Male,Mumbai,Returning
480,Customer_00480,18,Male,Nagpur,Premium
481,Customer_00481,31,Male,Chennai,Enterprise
482,Customer_00482,21,Other,Nagpur,Returning
483,Customer_00483,19,Male,Ahmedabad,New
484,Customer_00484,49,Male,Kolkata,Returning
485,Customer_00485,35,Female,Hyderabad,Returning
486,Customer_00486,51,Male,Jaipur,New
487,Customer_00487,46,Female,Nagpur,Returning
488,Customer_00488,25,Male,Kolkata,Returning
489,Customer_00489,18,Male,Ahmedabad,Returning
490,Customer_00490,55,Male,Delhi,Premium
491,Customer_00491,30,Male,Jaipur,Returning
492,Customer_00492,23,Female,Nagpur,New
493,Customer_00493,41,Male,Ahmedabad,Returning
494,Customer_00494,36,Male,Jaipur,New
495,Customer_00495,28,Female,Hyderabad,New
496,Customer_00496,31,Female,Bangalore,Premium
497,Customer_00497,36,Male,Ahmedabad,Returning
498,Customer_00498,35,Male,Pune,Returning
499,Customer_00499,42,Male,Nagpur,New
500,Customer_00500,31,Male,Kolkata,New
501,Customer_00501,31,Male,Nagpur,Returning
502,Customer_00502,41,Female,Jaipur,Returning
503,Customer_00503,38,Male,Mumbai,New
504,Customer_00504,45,Male,Jaipur,Premium
505,Customer_00505,32,Male,Delhi,New
506,Customer_00506,34,Male,Hyderabad,New
507,Customer_00507,23,Other,Hyderabad,Returning
508,Customer_00508,49,Male,Pune,New
509,Customer_00509,21,Female,Jaipur,Returning
510,Customer_00510,37,Female,Mumbai,Enterprise
511,Customer_00511,26,Male,Nagpur,Returning
512,Customer_00512,38,Male,Hyderabad,Returning
513,Customer_00513,42,Female,Delhi,Returning
514,Customer_00514,18,Female,Pune,Returning
515,Customer_00515,32,Female,Kolkata,Premium
516,Customer_00516,18,Male,Chennai,New
517,Customer_00517,49,Male,Delhi,New
518,Customer_00518,30,Female,Mumbai,Premium
519,Customer_00519,19,Male,Mumbai,New
520,Customer_00520,27,Male,Nagpur,Premium
521,Customer_00521,48,Female,Delhi,Returning
522,Customer_00522,49,Female,Pune,New
523,Customer_00523,47,Male,Ahmedabad,Premium
524,Customer_00524,27,Male,Mumbai,Returning
525,Customer_00525,33,Male,Ahmedabad,New
526,Customer_00526,51,Male,Delhi,Returning
527,Customer_00527,27,Female,Pune,New
528,Customer_00528,31,Female,Pune,New
529,Customer_00529,25,Male,Delhi,New
530,Customer_00530,23,Female,Jaipur,Returning
531,Customer_00531,47,Female,Nagpur,Returning
532,Customer_00532,41,Male,Pune,New
533,Customer_00533,39,Male,Nagpur,New
534,Customer_00534,40,Female,Pune,Premium
535,Customer_00535,45,Male,Ahmedabad,New
536,Customer_00536,50,Female,Delhi,New
537,Customer_00537,34,Other,Kolkata,New
538,Customer_00538,31,Female,Pune,Enterprise
539,Customer_00539,24,Male,Nagpur,Enterprise
540,Customer_00540,45,Female,Ahmedabad,Premium
541,Customer_00541,29,Female,Mumbai,Premium
542,Customer_00542,20,Female,Chennai,New
543,Customer_00543,32,Male,Jaipur,Returning
544,Customer_00544,35,Male,Hyderabad,New
545,Customer_00545,43,Male,Mumbai,Premium
546,Customer_00546,45,Male,Jaipur,Returning
547,Customer_00547,27,Female,Mumbai,New
548,Customer_00548,26,Female,Jaipur,Returning
549,Customer_00549,31,Female,Hyderabad,Enterprise
550,Customer_00550,22,Female,Chennai,Enterprise
551,Customer_00551,33,Female,Pune,Returning
552,Customer_00552,39,Male,Nagpur,Premium
553,Customer_00553,35,Female,Hyderabad,Returning
554,Customer_00554,18,Female,Hyderabad,New
555,Customer_00555,23,Male,Bangalore,Enterprise
556,Customer_00556,47,Male,Hyderabad,New
557,Customer_00557,24,Male,Nagpur,Returning
558,Customer_00558,42,Female,Ahmedabad,New
559,Customer_00559,41,Female,Delhi,Premium
560,Customer_00560,31,Male,Jaipur,Returning
561,Customer_00561,25,Male,Chennai,Premium
562,Customer_00562,37,Female,Chennai,New
563,Customer_00563,26,Female,Mumbai,New
564,Customer_00564,33,Female,Kolkata,New
565,Customer_00565,36,Female,Hyderabad,Returning
566,Customer_00566,27,Male,Jaipur,New
567,Customer_00567,32,Female,Bangalore,Returning
568,Customer_00568,31,Female,Chennai,New
569,Customer_00569,22,Female,Hyderabad,New
570,Customer_00570,33,Male,Delhi,New
571,Customer_00571,28,Male,Pune,Returning
572,Customer_00572,18,Male,Delhi,Premium
573,Customer_00573,31,Male,Kolkata,New
574,Customer_00574,32,Male,Jaipur,Returning
575,Customer_00575,28,Female,Mumbai,Returning
576,Customer_00576,18,Female,Kolkata,New
577,Customer_00577,42,Female,Kolkata,Premium
578,Customer_00578,41,Female,Delhi,New
579,Customer_00579,41,Male,Chennai,Returning
580,Customer_00580,38,Female,Pune,New
581,Customer_00581,22,Male,Delhi,Premium
582,Customer_00582,36,Male,Delhi,Returning
583,Customer_00583,25,Female,Bangalore,Returning
584,Customer_00584,56,Male,Kolkata,New
585,Customer_00585,29,Male,Ahmedabad,Returning
586,Customer_00586,41,Male,Jaipur,Returning
587,Customer_00587,19,Female,Mumbai,New
588,Customer_00588,23,Female,Delhi,Premium
589,Customer_00589,29,Male,Ahmedabad,Returning
590,Customer_00590,42,Other,Mumbai,New
591,Customer_00591,40,Male,Kolkata,Premium
592,Customer_00592,37,Male,Ahmedabad,Premium
593,Customer_00593,18,Male,Chennai,Returning
594,Customer_00594,46,Male,Kolkata,New
595,Customer_00595,25,Male,Hyderabad,Returning
596,Customer_00596,51,Female,Hyderabad,New
597,Customer_00597,53,Female,Mumbai,Returning
598,Customer_00598,43,Male,Nagpur,Premium
599,Customer_00599,44,Male,Hyderabad,New
600,Customer_00600,22,Female,Ahmedabad,New
601,Customer_00601,60,Female,Kolkata,Returning
